student_id,fee_submission_date,day_of_month
100,8/13/2024,13
64,4/21/2023,21
67,2/16/2023,16
12,6/20/2023,20
44,7/18/2024,18
25,6/12/2022,12
16,11/18/2024,18
25,9/30/2023,30
35,11/11/2023,11
1,11/11/2023,11
49,1/17/2023,17
18,12/29/2023,29
86,3/24/2022,24
62,2/2/2023,2
69,8/31/2024,31
84,4/17/2024,17
66,8/23/2023,23
54,5/2/2023,2
17,11/20/2023,20
11,4/12/2024,12
20,1/30/2024,30
10,4/17/2024,17
23,5/28/2024,28
29,6/15/2024,15
42,2/16/2023,16
86,3/19/2024,19
52,7/23/2023,23
26,9/9/2024,9
95,10/27/2023,27
18,10/8/2022,8
91,4/22/2024,22
88,7/29/2023,29
31,2/1/2023,1
80,4/17/2024,17
53,11/20/2023,20
7,3/4/2023,4
4,10/13/2022,13
93,7/29/2022,29
96,12/3/2024,3
10,12/13/2021,13
52,2/26/2023,26
12,8/12/2024,12
64,12/4/2022,4
28,2/2/2023,2
37,12/29/2023,29
42,1/27/2023,27
18,2/21/2022,21
52,2/16/2023,16
61,6/25/2022,25
79,6/25/2022,25
87,8/13/2024,13
74,4/22/2024,22
14,8/16/2022,16
48,8/11/2022,11
13,11/30/2024,30
85,12/17/2021,17
7,12/3/2022,3
12,8/23/2023,23
15,6/29/2024,29
17,4/14/2023,14
88,6/15/2023,15
23,2/15/2022,15
11,11/13/2022,13
46,1/6/2024,6
15,2/26/2023,26
92,12/4/2022,4
57,11/13/2023,13
37,7/15/2024,15
66,1/30/2024,30
97,2/16/2023,16
47,11/30/2024,30
8,7/7/2023,7
49,8/27/2023,27
95,1/27/2024,27
63,6/15/2024,15
100,6/15/2023,15
69,1/22/2024,22
83,10/13/2022,13
50,8/29/2022,29
43,11/1/2022,1
94,7/23/2023,23
88,1/27/2024,27
78,4/22/2023,22
72,7/29/2022,29
50,2/16/2023,16
6,12/9/2022,9
11,4/3/2023,3
52,9/2/2023,2
97,1/22/2024,22
15,3/10/2023,10
65,12/28/2022,28
2,10/21/2023,21
91,1/24/2023,24
62,1/20/2024,20
24,3/11/2022,11
3,7/23/2022,23
60,1/23/2023,23
36,4/26/2023,26
33,6/23/2022,23
92,8/26/2023,26
97,5/16/2023,16
12,7/17/2023,17
51,3/7/2022,7
29,7/20/2022,20
16,4/5/2023,5
87,3/25/2024,25
20,4/17/2024,17
17,10/14/2024,14
49,2/26/2023,26
2,10/21/2023,21
7,2/16/2023,16
4,6/7/2023,7
68,1/31/2023,31
58,2/26/2024,26
84,4/22/2024,22
74,4/20/2022,20
79,9/30/2023,30
62,9/9/2023,9
70,9/9/2024,9
27,8/13/2024,13
42,3/16/2023,16
50,11/13/2023,13
29,5/4/2024,4
77,3/30/2024,30
37,5/15/2024,15
38,9/9/2024,9
99,9/21/2024,21
85,10/14/2024,14
30,9/21/2024,21
38,12/3/2022,3
90,7/29/2023,29
93,7/29/2023,29
77,8/29/2022,29
4,1/10/2023,10
16,6/24/2022,24
78,3/11/2024,11
53,11/7/2024,7
99,12/29/2023,29
36,8/16/2022,16
94,7/26/2022,26
76,1/27/2023,27
3,4/16/2022,16
15,5/5/2024,5
27,6/12/2024,12
17,7/10/2024,10
54,10/9/2022,9
17,4/22/2023,22
66,12/29/2022,29
36,1/20/2024,20
94,6/12/2022,12
13,10/26/2023,26
1,1/22/2023,22
99,8/24/2023,24
16,8/18/2022,18
13,9/11/2024,11
55,6/12/2022,12
36,2/15/2022,15
60,9/30/2023,30
36,3/19/2024,19
29,3/3/2023,3
20,4/26/2023,26
24,9/21/2024,21
26,3/24/2022,24
12,11/1/2022,1
12,1/27/2023,27
6,6/12/2022,12
86,2/21/2022,21
23,9/11/2024,11
15,1/27/2023,27
95,4/17/2024,17
52,1/31/2023,31
47,8/24/2023,24
76,12/6/2023,6
29,8/23/2023,23
51,2/25/2022,25
5,1/22/2024,22
28,4/20/2022,20
34,10/8/2022,8
1,12/29/2023,29
77,4/17/2024,17
22,2/2/2023,2
29,4/1/2023,1
23,4/5/2023,5
12,6/20/2023,20
26,12/30/2022,30
63,1/20/2024,20
76,7/27/2022,27
68,6/6/2023,6
98,2/2/2023,2
42,3/20/2024,20
13,9/12/2024,12
38,4/12/2024,12
59,5/8/2024,8
98,2/24/2022,24
36,1/10/2023,10
61,3/20/2024,20
74,10/14/2022,14
4,5/5/2024,5
92,8/24/2023,24
32,3/11/2022,11
16,12/3/2022,3
46,5/2/2024,2
24,10/13/2022,13
91,5/28/2024,28
18,4/17/2024,17
82,3/20/2024,20
28,12/12/2021,12
2,6/25/2022,25
94,3/11/2022,11
90,6/29/2024,29
68,5/2/2023,2
10,3/24/2022,24
60,7/17/2023,17
97,3/26/2024,26
92,3/11/2022,11
62,11/1/2022,1
17,10/29/2022,29
45,12/27/2022,27
43,11/13/2023,13
18,8/16/2022,16
97,5/8/2024,8
1,4/22/2024,22
60,5/2/2024,2
90,10/14/2022,14
14,10/5/2022,5
93,11/13/2022,13
1,8/31/2024,31
100,8/31/2023,31
54,3/4/2023,4
62,8/12/2024,12
56,11/13/2023,13
70,4/17/2024,17
14,10/27/2023,27
56,4/14/2023,14
8,11/13/2022,13
48,4/19/2022,19
42,11/23/2024,23
43,1/6/2024,6
63,7/26/2022,26
8,12/17/2021,17
69,8/26/2023,26
83,1/12/2023,12
22,9/12/2024,12
70,10/26/2023,26
56,2/15/2022,15
10,8/20/2024,20
42,12/29/2023,29
62,10/26/2023,26
22,6/25/2022,25
67,8/11/2023,11
40,11/7/2024,7
98,12/12/2021,12
23,8/23/2024,23
100,11/25/2023,25
92,5/29/2023,29
100,2/16/2023,16
71,1/10/2022,10
34,12/9/2022,9
81,10/27/2023,27
51,4/19/2022,19
6,4/12/2024,12
32,8/19/2022,19
69,3/16/2023,16
38,3/3/2023,3
28,1/5/2022,5
87,1/10/2023,10
49,5/26/2023,26
55,3/16/2023,16
99,9/11/2024,11
35,7/19/2022,19
84,8/19/2022,19
11,2/25/2022,25
100,12/30/2022,30
58,3/10/2023,10
71,9/30/2023,30
77,12/25/2022,25
19,7/29/2023,29
7,6/30/2022,30
76,12/3/2024,3
16,12/6/2024,6
90,9/4/2024,4
11,9/2/2023,2
20,7/29/2023,29
24,4/12/2024,12
80,8/13/2024,13
58,12/17/2021,17
62,1/5/2024,5
74,8/9/2022,9
68,2/2/2023,2
84,5/8/2024,8
17,5/15/2024,15
2,6/23/2022,23
86,7/26/2022,26
3,1/30/2024,30
17,6/7/2023,7
31,12/3/2022,3
55,8/31/2023,31
47,11/20/2023,20
88,5/4/2024,4
28,6/12/2024,12
19,2/25/2022,25
20,11/13/2022,13
88,4/20/2022,20
8,10/29/2022,29
85,7/29/2023,29
78,12/3/2024,3
65,6/23/2022,23
16,5/2/2024,2
58,11/23/2024,23
87,1/10/2022,10
19,5/16/2023,16
14,8/12/2024,12
12,8/23/2023,23
99,2/11/2022,11
31,8/20/2024,20
82,3/11/2024,11
92,2/16/2023,16
73,3/30/2024,30
89,2/28/2022,28
68,8/19/2022,19
45,11/25/2023,25
43,4/20/2022,20
55,12/29/2023,29
86,12/6/2024,6
95,8/9/2022,9
31,2/1/2023,1
90,3/9/2023,9
8,12/29/2023,29
50,10/26/2023,26
3,2/21/2022,21
95,11/2/2022,2
99,1/17/2023,17
1,2/11/2022,11
45,10/5/2023,5
4,9/30/2023,30
46,1/10/2023,10
51,4/17/2024,17
39,8/26/2023,26
99,5/15/2024,15
68,2/24/2022,24
42,4/3/2023,3
58,4/22/2024,22
2,7/29/2023,29
87,7/15/2024,15
11,7/15/2024,15
73,1/6/2024,6
82,1/6/2024,6
18,5/28/2024,28
60,3/25/2024,25
65,2/15/2022,15
29,2/21/2022,21
54,3/20/2024,20
79,10/29/2022,29
64,7/18/2024,18
14,4/17/2024,17
59,4/17/2024,17
10,4/12/2024,12
95,8/24/2023,24
66,6/24/2022,24
26,1/12/2023,12
20,12/4/2022,4
59,7/23/2023,23
8,10/27/2023,27
72,11/13/2022,13
78,6/12/2022,12
60,1/27/2024,27
28,6/29/2024,29
29,8/20/2024,20
69,8/26/2023,26
79,11/25/2023,25
50,6/15/2023,15
11,7/24/2023,24
70,11/30/2024,30
95,11/2/2022,2
30,6/20/2023,20
76,12/9/2022,9
59,7/7/2023,7
61,3/11/2024,11
32,7/10/2024,10
6,6/4/2023,4
65,1/27/2024,27
70,11/2/2022,2
95,4/19/2022,19
32,6/27/2023,27
6,12/25/2022,25
91,6/15/2024,15
2,10/4/2023,4
49,3/7/2022,7
42,2/28/2022,28
11,12/16/2021,16
68,6/25/2022,25
13,8/26/2023,26
39,12/29/2022,29
60,3/11/2024,11
70,1/6/2024,6
40,9/9/2024,9
22,3/9/2023,9
74,7/19/2022,19
64,5/26/2023,26
50,10/5/2023,5
86,9/21/2024,21
53,1/24/2023,24
66,6/20/2023,20
66,12/17/2021,17
65,11/25/2023,25
68,3/20/2024,20
97,3/7/2022,7
66,12/27/2022,27
91,6/29/2024,29
64,7/27/2022,27
79,8/26/2023,26
32,7/10/2024,10
94,8/13/2024,13
28,6/23/2022,23
75,7/23/2022,23
7,12/12/2021,12
92,1/23/2023,23
17,7/29/2023,29
48,10/14/2024,14
3,3/3/2023,3
5,8/16/2022,16
38,4/19/2022,19
85,7/6/2024,6
91,4/25/2023,25
57,1/17/2023,17
16,3/24/2022,24
49,5/4/2024,4
66,5/8/2024,8
74,4/25/2023,25
90,11/25/2023,25
68,3/16/2023,16
46,9/10/2022,10
97,7/17/2023,17
6,7/7/2023,7
30,1/22/2023,22
55,10/9/2022,9
55,7/20/2022,20
43,6/27/2023,27
81,12/27/2022,27
88,6/12/2022,12
81,4/12/2024,12
37,4/22/2024,22
6,7/18/2024,18
97,7/17/2023,17
57,7/15/2024,15
14,1/5/2022,5
36,7/8/2024,8
64,10/29/2024,29
59,4/12/2024,12
54,1/27/2024,27
87,7/6/2024,6
44,6/20/2023,20
4,4/5/2023,5
81,8/20/2024,20
33,11/13/2023,13
95,8/26/2023,26
42,3/2/2024,2
11,8/11/2022,11
67,3/4/2023,4
35,8/27/2023,27
82,10/29/2022,29
81,11/18/2024,18
58,4/1/2023,1
77,5/4/2024,4
83,1/24/2023,24
65,10/27/2023,27
63,1/30/2024,30
42,10/26/2023,26
5,9/25/2024,25
96,5/29/2023,29
33,7/20/2022,20
51,5/28/2024,28
46,4/5/2023,5
28,10/21/2023,21
51,11/23/2024,23
22,10/26/2023,26
90,6/12/2022,12
62,6/29/2024,29
25,12/29/2022,29
16,6/12/2024,12
55,4/17/2024,17
97,1/4/2024,4
26,2/25/2022,25
76,4/3/2023,3
40,4/22/2023,22
8,12/6/2024,6
91,11/7/2024,7
26,8/29/2022,29
14,2/28/2022,28
30,6/24/2022,24
76,8/9/2022,9
33,12/28/2022,28
41,9/4/2024,4
19,2/17/2022,17
72,7/29/2022,29
39,5/4/2022,4
92,8/23/2023,23
96,8/12/2024,12
98,3/11/2024,11
37,11/23/2024,23
95,2/15/2022,15
41,3/11/2024,11
69,4/17/2024,17
9,8/29/2022,29
71,4/22/2024,22
83,5/29/2023,29
37,10/4/2023,4
55,2/1/2023,1
47,6/15/2024,15
76,2/17/2022,17
63,4/17/2024,17
46,4/16/2022,16
29,7/19/2022,19
46,3/20/2024,20
22,8/29/2022,29
86,1/22/2023,22
90,10/29/2022,29
72,5/16/2023,16
23,4/21/2023,21
91,10/14/2022,14
29,1/30/2024,30
43,8/29/2022,29
30,7/23/2022,23
46,2/26/2023,26
72,4/12/2024,12
16,9/30/2023,30
92,9/4/2024,4
33,1/12/2023,12
68,12/3/2024,3
17,7/23/2023,23
74,12/13/2021,13
26,5/26/2023,26
32,8/11/2022,11
46,10/9/2022,9
21,2/28/2022,28
38,9/2/2023,2
81,5/2/2023,2
63,2/15/2022,15
92,1/6/2024,6
4,11/11/2023,11
65,6/15/2023,15
22,9/25/2024,25
69,3/11/2024,11
20,11/23/2024,23
4,10/9/2022,9
12,1/6/2024,6
43,3/2/2024,2
98,4/21/2023,21
76,3/19/2024,19
69,8/16/2022,16
59,3/26/2024,26
73,8/12/2024,12
33,12/27/2022,27
47,9/30/2023,30
71,1/10/2022,10
28,6/15/2024,15
69,10/27/2023,27
71,4/22/2023,22
48,9/11/2024,11
58,12/6/2024,6
38,12/29/2023,29
59,2/25/2022,25
58,3/10/2023,10
47,7/6/2024,6
19,6/20/2023,20
62,8/31/2024,31
29,8/31/2023,31
24,3/19/2024,19
66,9/2/2023,2
69,7/23/2023,23
48,10/14/2022,14
83,8/24/2023,24
35,3/7/2024,7
64,7/17/2023,17
86,7/19/2022,19
58,12/29/2023,29
14,4/1/2023,1
36,7/28/2022,28
6,1/6/2024,6
6,2/26/2024,26
55,10/29/2022,29
73,1/22/2024,22
23,8/27/2023,27
85,9/11/2024,11
31,10/27/2023,27
96,12/3/2024,3
100,3/10/2023,10
94,10/9/2022,9
36,9/21/2024,21
4,3/4/2023,4
57,12/29/2022,29
60,7/27/2022,27
40,10/14/2022,14
11,4/3/2023,3
13,8/23/2023,23
81,4/5/2023,5
93,7/23/2022,23
42,11/2/2022,2
14,8/23/2024,23
11,1/27/2023,27
85,7/28/2022,28
19,4/17/2024,17
99,1/17/2023,17
23,3/2/2024,2
91,4/1/2023,1
91,11/11/2023,11
100,8/23/2024,23
65,2/11/2022,11
89,7/10/2024,10
56,4/19/2022,19
29,9/4/2024,4
81,7/29/2023,29
73,6/30/2022,30
22,7/7/2023,7
98,8/13/2024,13
78,1/10/2022,10
35,2/17/2022,17
81,7/28/2022,28
11,7/29/2023,29
3,7/10/2024,10
76,2/17/2022,17
29,6/6/2023,6
67,10/10/2023,10
87,7/29/2023,29
97,1/23/2023,23
42,6/15/2023,15
22,10/29/2024,29
86,8/13/2024,13
5,8/18/2022,18
72,7/18/2024,18
88,6/27/2023,27
80,10/14/2022,14
84,1/27/2024,27
74,6/24/2022,24
47,1/6/2024,6
89,8/8/2022,8
38,9/12/2024,12
41,9/2/2023,2
46,8/18/2022,18
81,1/10/2022,10
38,2/16/2023,16
92,10/27/2023,27
83,4/20/2022,20
35,8/31/2024,31
40,8/31/2024,31
64,2/11/2022,11
15,8/8/2022,8
65,6/24/2022,24
54,11/7/2024,7
29,10/10/2023,10
100,9/11/2024,11
22,1/31/2023,31
81,6/24/2022,24
87,1/5/2022,5
27,6/25/2022,25
28,10/26/2023,26
41,12/3/2022,3
42,3/30/2024,30
58,7/26/2022,26
5,6/30/2022,30
59,11/13/2023,13
97,10/5/2023,5
24,10/5/2023,5
2,2/1/2023,1
100,12/6/2024,6
58,12/27/2022,27
22,5/26/2023,26
20,11/30/2024,30
95,12/30/2022,30
4,3/26/2024,26
55,6/4/2023,4
96,1/10/2023,10
27,1/20/2024,20
41,7/17/2023,17
42,1/5/2022,5
9,10/13/2022,13
34,2/21/2022,21
32,11/13/2023,13
57,5/5/2024,5
62,4/3/2023,3
57,9/30/2023,30
12,5/3/2024,3
21,6/25/2022,25
19,12/9/2022,9
10,6/15/2023,15
30,5/28/2024,28
48,1/10/2022,10
63,6/20/2023,20
77,2/28/2022,28
53,1/22/2023,22
35,1/6/2024,6
65,8/8/2022,8
28,5/2/2024,2
64,7/27/2022,27
68,3/30/2024,30
62,6/24/2022,24
76,11/1/2022,1
93,2/26/2024,26
26,12/29/2022,29
47,12/25/2022,25
75,12/6/2023,6
91,8/20/2024,20
19,12/13/2021,13
64,3/7/2024,7
54,9/28/2022,28
74,11/1/2022,1
95,10/10/2023,10
84,10/13/2022,13
97,3/11/2022,11
30,1/27/2023,27
28,8/31/2024,31
11,1/5/2022,5
86,8/26/2023,26
15,8/12/2024,12
20,5/4/2024,4
93,6/12/2022,12
55,4/22/2023,22
66,6/12/2024,12
54,10/5/2023,5
92,5/15/2024,15
58,9/25/2024,25
26,2/26/2024,26
76,3/30/2024,30
30,6/27/2023,27
39,8/23/2024,23
98,10/14/2024,14
82,6/15/2024,15
37,7/18/2024,18
45,10/21/2023,21
13,7/14/2024,14
49,11/7/2024,7
62,9/30/2023,30
54,11/7/2024,7
14,7/19/2022,19
76,7/28/2022,28
52,1/24/2023,24
72,4/20/2022,20
2,7/6/2024,6
11,10/29/2022,29
67,7/23/2023,23
6,12/30/2022,30
73,4/14/2023,14
100,2/26/2024,26
57,8/11/2023,11
100,11/2/2022,2
66,12/29/2023,29
91,7/17/2023,17
34,3/10/2023,10
77,8/23/2023,23
89,12/25/2022,25
2,3/20/2024,20
10,7/29/2022,29
11,1/24/2023,24
59,9/25/2024,25
62,12/16/2021,16
54,12/13/2021,13
60,7/28/2022,28
11,7/26/2022,26
29,12/12/2021,12
98,7/7/2023,7
6,2/1/2023,1
46,6/4/2023,4
30,6/30/2022,30
9,7/7/2023,7
100,3/24/2022,24
96,2/21/2022,21
84,8/29/2022,29
54,9/4/2024,4
63,1/10/2022,10
67,4/12/2022,12
20,11/23/2024,23
9,6/25/2022,25
13,8/20/2024,20
53,2/25/2022,25
70,8/13/2024,13
48,3/7/2022,7
4,10/9/2022,9
52,5/2/2024,2
89,2/21/2022,21
85,7/26/2022,26
88,2/25/2022,25
42,6/12/2024,12
33,12/27/2022,27
67,5/1/2023,1
96,4/21/2023,21
31,1/10/2022,10
28,3/20/2024,20
76,1/5/2022,5
2,9/28/2022,28
56,12/4/2022,4
56,8/29/2022,29
60,5/29/2023,29
74,9/30/2023,30
96,3/9/2023,9
88,6/29/2024,29
66,12/16/2021,16
37,6/27/2023,27
24,7/24/2023,24
62,1/6/2024,6
86,1/17/2023,17
2,5/1/2023,1
2,9/12/2024,12
21,11/7/2024,7
5,4/26/2023,26
61,11/23/2024,23
21,6/12/2024,12
64,8/31/2024,31
51,8/13/2024,13
88,4/17/2024,17
95,12/3/2022,3
13,12/28/2022,28
61,3/4/2023,4
46,10/5/2022,5
40,4/1/2023,1
72,7/15/2024,15
55,10/26/2023,26
66,5/5/2024,5
44,1/6/2024,6
48,8/16/2022,16
23,2/26/2024,26
68,3/11/2022,11
66,7/29/2023,29
11,1/5/2022,5
54,11/11/2023,11
71,5/2/2024,2
93,4/20/2022,20
85,4/3/2023,3
45,4/26/2023,26
84,9/21/2024,21
11,3/26/2024,26
12,8/16/2022,16
86,6/25/2022,25
64,11/7/2024,7
76,4/12/2024,12
94,3/10/2023,10
70,12/3/2024,3
37,1/16/2022,16
41,7/18/2024,18
36,6/6/2023,6
18,3/7/2022,7
89,3/7/2022,7
34,8/12/2024,12
55,5/28/2024,28
92,9/28/2022,28
58,10/10/2023,10
94,11/13/2023,13
84,8/20/2024,20
35,12/3/2022,3
48,12/25/2022,25
79,11/13/2023,13
100,3/3/2023,3
54,11/13/2023,13
10,2/15/2022,15
3,11/13/2023,13
22,5/2/2023,2
8,7/28/2022,28
10,5/29/2023,29
33,12/12/2021,12
42,10/29/2022,29
71,8/26/2023,26
19,12/27/2022,27
35,7/24/2023,24
48,4/12/2024,12
76,3/9/2023,9
86,7/23/2022,23
77,10/21/2023,21
7,3/25/2024,25
9,6/12/2024,12
18,3/30/2024,30
8,12/6/2023,6
24,5/15/2024,15
54,8/8/2022,8
16,8/24/2023,24
58,12/3/2024,3
98,6/12/2024,12
68,6/15/2024,15
67,5/4/2024,4
68,2/2/2023,2
83,1/5/2024,5
6,6/25/2022,25
52,1/10/2023,10
56,4/17/2024,17
60,10/4/2023,4
27,10/14/2022,14
58,1/10/2023,10
13,12/3/2022,3
8,9/4/2024,4
67,10/4/2023,4
69,2/1/2023,1
26,7/29/2023,29
8,8/13/2024,13
66,12/6/2023,6
25,4/20/2022,20
48,11/23/2024,23
40,8/9/2022,9
96,8/29/2022,29
9,7/29/2022,29
27,1/10/2023,10
95,10/8/2022,8
49,3/7/2022,7
43,11/13/2023,13
9,7/14/2024,14
51,4/1/2023,1
56,8/11/2022,11
6,12/25/2022,25
57,7/29/2022,29
9,5/26/2023,26
48,1/4/2024,4
75,2/28/2022,28
98,3/24/2022,24
79,1/22/2024,22
68,3/11/2022,11
76,12/12/2021,12
50,8/23/2024,23
66,3/26/2024,26
52,8/13/2024,13
97,1/31/2023,31
81,12/6/2023,6
36,7/28/2022,28
93,6/12/2022,12
90,6/15/2023,15
47,10/29/2022,29
75,5/29/2023,29
12,7/15/2024,15
91,2/16/2023,16
38,6/15/2024,15
25,7/20/2022,20
54,1/27/2024,27
100,3/3/2023,3
16,10/9/2022,9
82,10/8/2022,8
80,3/24/2022,24
83,2/25/2022,25
71,9/30/2023,30
53,1/12/2023,12
52,6/15/2024,15
26,12/3/2024,3
8,1/17/2023,17
59,1/6/2024,6
94,5/8/2024,8
75,6/15/2024,15
55,2/28/2022,28
11,7/27/2022,27
68,12/3/2024,3
88,9/2/2023,2
29,6/30/2022,30
11,1/6/2024,6
64,9/9/2024,9
96,1/20/2024,20
85,10/29/2024,29
69,3/11/2024,11
3,2/25/2022,25
62,8/27/2023,27
92,1/23/2023,23
77,6/24/2022,24
43,12/6/2023,6
64,12/13/2021,13
96,4/20/2022,20
60,2/1/2023,1
15,1/10/2023,10
13,4/14/2023,14
32,5/1/2023,1
11,8/18/2022,18
80,12/6/2024,6
63,9/9/2023,9
19,3/7/2024,7
1,2/28/2022,28
2,2/11/2022,11
38,8/11/2023,11
76,2/16/2023,16
24,11/30/2024,30
46,12/27/2022,27
81,4/16/2022,16
91,7/29/2023,29
9,1/24/2023,24
6,6/30/2022,30
52,4/5/2023,5
63,6/27/2023,27
98,5/1/2023,1
75,8/11/2022,11
97,2/26/2023,26
75,10/27/2023,27
42,10/9/2022,9
32,12/13/2021,13
39,3/7/2024,7
83,9/25/2024,25
57,2/25/2022,25
53,2/11/2022,11
25,12/30/2022,30
77,2/28/2022,28
18,9/2/2023,2
33,1/22/2023,22
44,7/28/2022,28
1,4/25/2023,25
26,10/27/2023,27
15,1/22/2024,22
8,1/10/2022,10
32,7/23/2023,23
29,12/25/2022,25
67,8/31/2023,31
86,11/2/2022,2
81,5/4/2022,4
45,3/20/2024,20
81,4/19/2022,19
65,10/14/2022,14
15,7/27/2022,27
54,5/4/2024,4
28,6/24/2022,24
34,10/9/2022,9
61,5/28/2024,28
30,9/2/2023,2
95,6/15/2024,15
86,4/1/2023,1
75,8/26/2023,26
55,6/7/2023,7
65,4/3/2023,3
60,8/27/2023,27
48,11/23/2024,23
46,7/14/2024,14
52,2/16/2023,16
84,4/16/2022,16
51,1/27/2024,27
56,4/19/2022,19
7,3/20/2024,20
10,3/9/2023,9
17,10/5/2022,5
82,9/2/2023,2
79,2/24/2022,24
14,12/30/2022,30
81,7/24/2023,24
25,2/16/2023,16
88,1/10/2023,10
24,5/15/2024,15
14,6/15/2024,15
96,8/31/2023,31
72,12/12/2021,12
62,10/8/2022,8
11,7/24/2023,24
34,5/28/2024,28
73,12/3/2024,3
62,9/9/2023,9
22,7/14/2024,14
83,1/5/2024,5
29,7/23/2023,23
17,1/4/2024,4
2,6/15/2023,15
45,7/23/2023,23
40,6/12/2022,12
83,8/13/2024,13
53,8/23/2024,23
2,12/3/2024,3
1,3/11/2024,11
63,1/22/2023,22
68,4/22/2024,22
96,12/3/2022,3
97,7/27/2022,27
42,7/27/2022,27
84,5/3/2024,3
54,1/30/2024,30
34,10/13/2022,13
81,8/16/2022,16
92,3/2/2024,2
35,10/9/2022,9
81,6/24/2022,24
38,4/19/2022,19
55,6/23/2022,23
2,9/21/2024,21
59,8/23/2023,23
25,10/29/2022,29
29,6/29/2024,29
61,4/22/2024,22
22,7/8/2024,8
97,2/28/2022,28
89,6/24/2022,24
30,6/20/2023,20
100,5/26/2023,26
92,1/5/2022,5
8,2/2/2023,2
67,3/25/2024,25
41,11/23/2024,23
72,10/14/2024,14
74,6/12/2024,12
20,6/24/2022,24
18,12/4/2022,4
63,12/12/2021,12
75,4/12/2024,12
2,8/16/2022,16
82,2/26/2024,26
96,6/15/2024,15
95,7/15/2024,15
35,4/25/2023,25
72,5/2/2024,2
60,1/22/2024,22
38,4/25/2023,25
41,5/5/2024,5
49,1/22/2023,22
90,6/12/2022,12
85,10/29/2022,29
38,9/2/2023,2
74,10/27/2023,27
11,7/18/2024,18
67,12/28/2022,28
26,12/6/2024,6
95,3/3/2023,3
60,12/28/2022,28
60,4/14/2023,14
67,4/22/2023,22
60,2/16/2023,16
48,1/17/2023,17
39,2/16/2023,16
65,12/29/2022,29
41,1/4/2024,4
24,6/12/2022,12
47,9/9/2024,9
75,11/1/2022,1
86,7/24/2023,24
9,10/5/2022,5
67,9/12/2024,12
9,1/30/2024,30
49,10/5/2022,5
85,5/4/2022,4
90,10/5/2023,5
100,7/10/2024,10
25,2/24/2022,24
53,10/5/2022,5
9,10/21/2023,21
32,7/20/2022,20
15,11/7/2024,7
49,12/17/2021,17
62,8/13/2024,13
38,6/15/2024,15
2,5/1/2023,1
23,3/26/2024,26
37,10/13/2022,13
45,8/18/2022,18
53,3/30/2024,30
99,7/23/2023,23
36,3/26/2024,26
11,1/4/2024,4
38,10/10/2023,10
65,3/7/2022,7
68,12/27/2022,27
98,8/31/2023,31
84,3/10/2023,10
90,1/10/2022,10
46,1/20/2024,20
66,1/22/2023,22
71,6/15/2024,15
29,1/6/2024,6
6,6/23/2022,23
14,1/27/2023,27
100,12/16/2021,16
25,9/2/2023,2
62,3/9/2023,9
64,6/7/2023,7
59,6/15/2024,15
91,4/17/2024,17
42,11/30/2024,30
48,3/20/2024,20
53,5/4/2022,4
6,1/10/2022,10
83,11/1/2022,1
57,8/13/2024,13
59,4/21/2023,21
83,5/3/2024,3
15,2/26/2024,26
88,4/19/2022,19
81,2/16/2023,16
30,1/10/2023,10
53,6/6/2023,6
15,8/11/2023,11
90,9/28/2022,28
44,6/25/2022,25
52,10/29/2022,29
36,2/26/2023,26
83,2/15/2022,15
31,2/21/2022,21
70,2/15/2022,15
19,1/5/2024,5
30,1/20/2024,20
52,8/19/2022,19
71,3/7/2024,7
44,4/14/2023,14
69,9/30/2023,30
47,1/22/2023,22
16,11/7/2024,7
95,4/25/2023,25
78,12/9/2022,9
45,1/24/2023,24
91,4/16/2022,16
80,2/1/2023,1
88,11/1/2022,1
58,11/18/2024,18
100,4/3/2023,3
47,12/16/2021,16
22,6/20/2023,20
7,2/11/2022,11
1,8/23/2024,23
76,7/24/2023,24
53,7/29/2023,29
35,4/17/2024,17
79,3/19/2024,19
18,11/13/2022,13
9,11/7/2024,7
61,5/3/2024,3
90,12/3/2022,3
41,3/16/2023,16
70,2/2/2023,2
36,8/18/2022,18
14,9/28/2022,28
28,10/9/2022,9
45,2/21/2022,21
67,10/21/2023,21
46,2/15/2022,15
22,7/29/2022,29
52,7/18/2024,18
83,8/12/2024,12
97,7/29/2023,29
88,8/24/2023,24
53,11/7/2024,7
24,4/22/2023,22
59,6/6/2023,6
67,9/25/2024,25
23,8/19/2022,19
67,4/17/2024,17
63,10/29/2024,29
25,10/29/2024,29
1,12/4/2022,4
97,8/16/2022,16
43,1/6/2024,6
23,2/17/2022,17
32,8/13/2024,13
32,5/26/2023,26
55,7/24/2023,24
50,4/22/2023,22
55,4/12/2022,12
1,1/22/2024,22
75,9/2/2023,2
37,2/16/2023,16
40,7/26/2022,26
52,4/5/2023,5
24,2/11/2022,11
95,6/20/2023,20
98,3/7/2022,7
84,2/16/2023,16
35,8/27/2023,27
13,1/10/2023,10
50,10/13/2022,13
27,4/3/2023,3
66,8/29/2022,29
54,12/4/2022,4
97,10/13/2022,13
91,5/16/2023,16
60,9/12/2024,12
57,3/16/2023,16
8,4/17/2024,17
31,4/22/2024,22
53,10/13/2022,13
67,4/12/2024,12
82,12/29/2022,29
71,3/30/2024,30
94,1/16/2022,16
40,4/12/2024,12
84,12/4/2022,4
42,3/4/2023,4
8,5/16/2023,16
42,12/27/2022,27
99,8/24/2023,24
29,4/14/2023,14
86,7/23/2022,23
32,8/31/2023,31
